artist,album,song,time,feat,type,tempo,arc,inst1,inst2,inst3,tag1,tag2,tag3,kw1,kw2,kw3,style1,style2,style3,genre1,genre2,genre3,
Naim Amor,,Reminds Me Of A Song,4:29,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Running For Our Lives,2:24,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Seulement Toi,4:18,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Soul Mambo,3:46,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Stuck (Instrumental),3:37,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Tap Room,2:48,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Tezcalipoca - Self Reflection,2:32,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,The Ballad Of Gabrielle,3:20,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,The Flag,1:20,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,The Hate,3:07,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,The Seed,3:17,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Tucson Nocturne,3:46,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Turn The Magic On-Instr,2:43,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Undocumented (Pricila Theme),2:09,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Valse Sentinelle,5:16,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Vire De L'ortf,1:50,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,We Are Not Afraid,1:05,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,West,3:38,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,What Nobody Talks About,2:34,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,When They Were Happy,3:48,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Where The West Ends,4:13,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Naim Amor,,Xipe Totec - Transformation,1:13,,instr,2,Steady,Electric Guitar,Bass,,Confident,Stoic,Pensive,Calm,Emotional,Reflective,Drama,Documentary,Narrative,Indie Pop,Cinematic,"Blues, Roots & Jazz",
Nametag Alexander,,Break The Rules (Clean),3:01,,vox,3,Steady,Piano,Strings,Synthesizer,Emotional,,Hopeful,Mysterious,Reflective,Epic,Adventure,Documentary,Drama,Orchestral,Cinematic,,
Nametag Alexander,,In The Paint (Feat. Street Justice),4:35,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,La Da Da (Dirty),3:18,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,Not At All,3:02,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,Paper (Clean),2:59,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,Play To Win (ESPN First Take),5:19,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,Reward (Clean),3:36,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nametag Alexander,,Special,4:13,,vox,3,Steady,Synthesizer,Vocal,Drum Machine,Rebellious,Anthemic,Confident,Gritty,Loud,Burdened,Sports,Adventure,Action,Hip Hop,,,
Nate Rimmel,,Adios,3:49,,instr,3,Steady,Synthesizer,Drum Machine,Hand Claps,Stoic,Confident,Gritty,Pumped,,,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,Bow Wow Romance,4:25,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Pensive,Sentimental,Romantic,,,LookBook Video,Documentary,Documentary,Hip Hop,Slowjams,,
Nate Rimmel,,Brandy Dark Child,2:51,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Pensive,Sentimental,Romantic,,,LookBook Video,Documentary,Narrative,Hip Hop,Slowjams,,
Nate Rimmel,,Club Single,4:26,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Pensive,Sentimental,Romantic,,,LookBook Video,Documentary,Documentary,Slowjams,Hip Hop,,
Nate Rimmel,,Common Sense,4:09,Featured,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,,,Sports,Drama,Crime,Hip Hop,,,
Nate Rimmel,,Disco Fever Mileinium,3:35,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,,,Sports,Drama,LookBook Video,Hip Hop,,,
Nate Rimmel,,Drakeula 6,2:11,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,,,Sports,Drama,Crime,Hip Hop,,,
Nate Rimmel,,Drop It Like Its Hot,3:34,Featured,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Rebellious,,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,Eminem Club Banger,3:32,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Melodic,,Sports,Drama,Crime,Hip Hop,Slowjams,,
Nate Rimmel,,Glistening Girl,3:38,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,,,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,Justin,3:09,,instr,3,Steady,Synthesizer,Drum Machine,Hand Claps,Stoic,Confident,Gritty,Pumped,Minimal,,Sports,Drama,Action,Hip Hop,,,
Nate Rimmel,,Kanyela,4:23,Featured,instr,3,Steady,Synthesizer,Drum Machine,Piano,Stoic,Confident,Gritty,Pumped,Melodic,Classic,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,Let It Go,3:34,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Dynamic,,Sports,Drama,Crime,Hip Hop,,,
Nate Rimmel,,Mixtape Firecracker,4:00,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Heavy,Sexy,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,On The Beach,4:06,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Pensive,Sentimental,Romantic,,,LookBook Video,Documentary,Narrative,Slowjams,Hip Hop,,
Nate Rimmel,,Party Starter,3:16,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,,,
Nate Rimmel,,R Kelly RB,3:51,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Pensive,Sentimental,Romantic,,,LookBook Video,Documentary,Narrative,Slowjams,Hip Hop,,
Nate Rimmel,,RadioHit,3:40,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,Slowjams,,
Nate Rimmel,,Reminiscent Of The Hood,2:48,,instr,3,Steady,Synthesizer,Drum Machine,Acoustic Guitar,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Documentary,Hip Hop,Slowjams,,
Nate Rimmel,,Rihanna Bruise,3:26,,instr,3,Steady,Synthesizer,Drum Machine,,Exciting,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,,,
Nate Rimmel,,Shower Sex,4:05,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Documentary,Hip Hop,Slowjams,,
Nate Rimmel,,Slammer,3:54,Featured,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,Slowjams,,
Nate Rimmel,,Souljah Slap,4:00,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,,,
Nate Rimmel,,Techno Dre,3:25,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Makers & Creators,Hip Hop,,,
Nate Rimmel,,TI Anthem,4:11,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Crowdfunding,Hip Hop,,,
Nate Rimmel,,Twista Hotness,4:25,,instr,3,Steady,Synthesizer,Drum Machine,Strings,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Teen,Hip Hop,,,
Nate Rimmel,,West Coast Anthem,3:48,Featured,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Crime,Hip Hop,,,
Nate Rimmel,,West Coast Classic,3:16,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Sexy,Sports,Drama,Crime,Hip Hop,,,
Nate Rimmel,,West Coast Mob,3:31,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Bouncy,Sports,Drama,Documentary,Hip Hop,,,
Nate Rimmel,,West Coast Slap,3:36,,instr,3,Steady,Synthesizer,Drum Machine,,Stoic,Confident,Gritty,Pumped,Minimal,Exciting,Sports,Drama,Teen,Hip Hop,,,
New Move,,City Life,2:55,,instr,2,Steady,Strings,Hand Claps,Piano,Empowering,Pumped,Human,Revelatory,Empowering,Uplifting,Sports,Business,Action,Rock & Roll,Soul,Minimal,
New Move,,City Life Vocal,2:55,,instr,3,Steady,Electric Guitar,Backing Vocals,Hand Claps,Positive,Pumped,Human,Revelatory,Empowering,Uplifting,Sports,Business,Action,Rock & Roll,Soul,Minimal,
New Move,,Don't Wanna Lose,4:04,,vox,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,Dont Wanna Lose (Instrumental),4:07,,instr,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,How Do You Want It,2:47,,vox,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,How Do You Want It (Instrumental),2:45,,instr,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,It Was No Good,2:51,,vox,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,It Was No Good (Instrumental),2:49,,instr,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,Lost In The Woods,4:17,,vox,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,Lost In The Woods (Instrumental),4:16,,instr,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,Love Of Mine,3:23,Featured,vox,3,Multiple Build,Drums,Electric Piano,Electric Guitar,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,Love Of Mine (Instrumental),3:22,Featured,instr,3,Multiple Build,Drums,Electric Piano,Electric Guitar,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,No One But Her,2:04,,instr,3,Steady,Electric Guitar,Synthesizer,Drum Machine,Quirky,Silly,Gritty,Happy,Light,Uplifting,Case Study,Makers & Creators,Narrative,Indie Pop,Electronic,,
New Move,,No One But Her,3:18,,vox,4,Steady,Electric Guitar,Hand Claps,Drums,Bright,Confident,Emotional,Hopeful,Energetic,LookBook Video,Adventure,Indie,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,No One But Her (Instrumental),3:38,,instr,4,Steady,Electric Guitar,Hand Claps,Drums,Bright,Confident,Emotional,Hopeful,Energetic,LookBook Video,Adventure,Indie,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,Stegasaurus (Instrumental),2:09,Featured,instr,3,Steady,Acoustic Guitar,Drums,Electric Guitar,Classic,Confident,Empowering,Epic,Gritty,LookBook Video,Indie,Road Trip,Road Trip,Indie Pop,Pop,Sexy,
New Move,,Stegosaurus,2:10,Featured,vox,3,Steady,Acoustic Guitar,Drums,Electric Guitar,Classic,Confident,Empowering,Epic,Gritty,LookBook Video,Indie,Road Trip,Road Trip,Indie Pop,Pop,Sexy,
New Move,,Take What You Can Get,3:38,,vox,4,Steady,Piano,Electric Guitar,Drums,Bright,Classic,Confident,Dynamic,Fun,Trailer,Indie,Road Trip,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,Take What You Can Get (Instrumental),3:40,,instr,4,Steady,Piano,Electric Guitar,Drums,Bright,Classic,Confident,Dynamic,Fun,Trailer,Indie,Road Trip,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,Take What You Can Get Alternate,4:01,,instr,3,Ascending,Electric Guitar,Synthesizer,Drums,Bouncy,Light,Classic,Positive,Powerful,Happy,Indie,Drama,Road Trip,Electronic,Pop,Indie Pop,
New Move,,The City Life,3:07,,vox,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,The City Life (Instrumental),3:05,,instr,3,Steady,Electric Guitar,Drums,Electric Piano,Bouncy,Bright,Light,Playful,Positive,Quirky,LookBook Video,Adventure,Indie,Indie Pop,Rock & Roll,Pop,
New Move,,The Situation,4:16,,instr,4,Multiple Build,Drums,Electric Guitar,Synthesizer,Dark,Empowering,Gritty,Meandering,Rebellious,Indie,Trailer,Business,Black Keys,Rock & Roll,Pop,Confident,
New Move,,When Did We Stop,4:10,,vox,3,Steady,Piano,Electric Guitar,Drums,Bright,Classic,Confident,Dynamic,Fun,Trailer,Indie,Road Trip,Road Trip,Rock & Roll,Pop,Bouncy,
New Move,,When Did We Stop (Instrumental),4:08,,instr,3,Steady,Piano,Electric Guitar,Drums,Bright,Classic,Confident,Dynamic,Fun,Trailer,Indie,Road Trip,Road Trip,Rock & Roll,Pop,Bouncy,
Nick Drip,,A Player Leaves The Game,5:04,Featured,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,Lo-fi,Business,Crowdfunding,Indie,Electronic,Pop,Downtempo,
Nick Drip,,Adventura,3:40,,instr,3,Steady,Synthesizer,Drum Machine,,Industrial,Light,,,,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Aftermusic (Loop),1:22,,instr,3,Steady,Synthesizer,Drum Machine,,Calm,Light,Cinematic,Bright,Meandering,,Business,Crowdfunding,Indie,Ambient,Experimental,Downtempo,
Nick Drip,,All Alone,2:17,,instr,3,Steady,Synthesizer,Drum Machine,Electric Guitar,Sombre,Reflective,Pensive,Youthful,,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Black Jacket,3:45,,instr,3,Steady,Synthesizer,Drum Machine,,Sexy,Confident,Mischievous,,,,LookBook Video,Documentary,Indie,Slowjams,Experimental,,
Nick Drip,,Cairo,2:57,,instr,4,Steady,Synthesizer,Drum Machine,,Industrial,,Ecstatic,Energetic,Pensive,,Business,Crowdfunding,Indie,Dance,Electronic,Downtempo,
Nick Drip,,Cold As Ice,,,instr,3,Steady,Piano,Drum Machine,,Industrial,Light,Pensive,Reflective,Solo,,Drama,Documentary,Indie,Minimal,Cinematic,,
Nick Drip,,Cold As Ice 2,,,instr,3,Steady,Piano,Drum Machine,,Industrial,Light,Pensive,Reflective,Solo,,Drama,Documentary,Indie,Minimal,Cinematic,,
Nick Drip,,Colors,3:41,,instr,3,Steady,Piano,Drum Machine,,Industrial,Light,Pensive,Reflective,,,Drama,Documentary,Indie,Minimal,Cinematic,,
Nick Drip,,Cosmic Haircut,3:51,,instr,3,Steady,Synthesizer,Drum Machine,,Bright,Light,Whimsical,Melodic,Youthful,,Business,Crowdfunding,Indie,Indie Pop,Pop,Downtempo,
Nick Drip,Routines Vol. I,Cruise Appeal,2:27,Featured,instr,3,Steady,Synthesizer,Drum Machine,Voice,Youthful,Sinister,Silly,Sexy,Quirky,Pumped,Indie,LookBook Video,Crowdfunding,Slowjams,Electronic,Electronic,
Nick Drip,,Data Loop,2:43,,instr,3,Steady,Synthesizer,Drum Machine,,Industrial,Light,Whimsical,Precise,Quirky,,Science Fiction,Comedy,Indie,Electronic,Experimental,,
Nick Drip,,Desperation,3:53,,instr,3,Steady,Synthesizer,Drum Machine,Electric Guitar,Gritty,Burdened,Cold,Confident,Mischievous,,Business,Crowdfunding,Indie,Soul,Slowjams,Downtempo,
Nick Drip,,Do It Again,3:10,,instr,3,Steady,Synthesizer,Drum Machine,Percussion,Industrial,Light,Whimsical,Precise,Quirky,,Business,Crowdfunding,Indie,Electronic,Experimental,,
Nick Drip,,Drippy Days,4:52,,instr,3,Steady,Synthesizer,Drum Machine,,Precise,Light,Gritty,Lo-fi,Quirky,Pensive,Business,Crowdfunding,Indie,Electronic,Experimental,,
Nick Drip,Routines Vol. I,Freak'n,4:32,,instr,4,Multiple Build,Synthesizer,Drum Machine,Electric Piano,Anthemic,Calm,Confident,Emotional,Gritty,Harmonic,Teen,Drama,Sports,Slowjams,Electronic,Electronic,
Nick Drip,Routines Vol. I,FTW,4:15,,instr,2,Steady,Synthesizer,Drum Machine,Electric Piano,Hopeful,Imaginative,Stoic,Quirky,Pumped,Fun,Adventure,Business,Narrative,Electronic,Electronic,Slowjams,
Nick Drip,Routines Vol. I,FTW (Version),1:27,,instr,2,Ascending,Electric Guitar,Drums,Synthesizer,,,,,,,Avant Garde,Psychedelic,LookBook Video,Slowjams,Electronic,Slowjams,
Nick Drip,,Fully Enchanted Life,2:30,,instr,3,Steady,Synthesizer,Drum Machine,Electric Guitar,Gritty,Burdened,Cold,Confident,Mischievous,,Business,Crowdfunding,Indie,Indie Pop,Pop,,
Nick Drip,Routines Vol. I,Game 7,4:04,Featured,instr,2,Steady,Synthesizer,Drum Machine,,Calm,Confident,Ethereal,Mysterious,Playful,Soulful,LookBook Video,Avant Garde,Science Fiction,Slowjams,Electronic,Electronic,
Nick Drip,,Golden Curtain,2:20,,instr,3,Steady,Synthesizer,Drum Machine,,Industrial,Stoic,Ethereal,Emotional,Angelic,,Business,Crowdfunding,Indie,Electronic,Experimental,Minimal,
Nick Drip,,Heartbeat,4:29,,instr,3,Steady,Synthesizer,Drum Machine,,Gritty,Burdened,Cold,Confident,Mischievous,Lo-fi,Business,Crowdfunding,Indie,Soul,Slowjams,Downtempo,
Nick Drip,,Kicked Out Of The Morgue,1:36,,instr,3,Steady,Synthesizer,Drum Machine,Electric Guitar,Gritty,Burdened,Cold,Confident,Mischievous,Lo-fi,Business,Crowdfunding,Indie,Rock & Roll,Indie Pop,,
Nick Drip,,Kids,1:56,,instr,3,Steady,Electric Guitar,Drum Machine,Bass,Gritty,Ecstatic,Upbeat,Confident,Youthful,Lo-fi,Business,Crowdfunding,Indie,Rock & Roll,Indie Pop,,
Nick Drip,,Life With The Animals,3:15,,instr,3,Steady,Synthesizer,Drum Machine,,Gritty,Burdened,Cold,Confident,Mischievous,Lo-fi,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,Routines Vol. I,Long Grind,3:15,,instr,2,Steady,Synthesizer,Drum Machine,Voice,Confident,Exciting,Human,Mischievous,Playful,Quirky,Romantic Comedy,Teen,,Slowjams,Electronic,Vocal,
Nick Drip,Routines Vol. I,Lost,3:45,,instr,1,Ascending,Drum Machine,Synthesizer,Voice,Angelic,Dark,Emotional,Human,Sombre,Sinister,Science Fiction,Action,Sports,Slowjams,Downtempo,Experimental,
Nick Drip,,Love Affair,4:02,,instr,3,Steady,Electric Guitar,Drums,,Quirky,Bright,Minimal,Precise,Silly,,Drama,Documentary,Indie,Slowjams,Indie Pop,,
Nick Drip,,Love-In,4:04,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Silly,,Business,Comedy,Indie,Electronic,Experimental,Dance,
Nick Drip,,Magic Hustle,3:40,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Silly,,Makers & Creators,Comedy,Indie,Electronic,Minimal,Dance,
Nick Drip,,Mammal,1:59,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Silly,,LookBook Video,Documentary,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Mood Unit,3:15,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Silly,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Mr. Minty,2:32,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Lo-fi,Silly,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,Routines Vol. I,"Mystery, Baby",2:14,,instr,3,Steady,Electric Piano,Synthesizer,Drum Machine,Calm,Confident,Dynamic,Empowering,Fun,Gritty,Indie,Crowdfunding,Sports,Slowjams,Electronic,Electronic,
Nick Drip,,Napfinder (Loop),1:32,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Neon Lights,4:04,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,,Business,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Night Driver,5:50,,instr,4,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,,Science Fiction,Crowdfunding,Indie,Electronic,Experimental,Downtempo,
Nick Drip,,Night Terror,3:44,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,,LookBook Video,Crowdfunding,Indie,Electronic,Experimental,Dance,
Nick Drip,,Nightmare Funk,4:52,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,Lo-fi,Comedy,Crowdfunding,Indie,Dance,Slowjams,Electronic,
Nick Drip,Routines Vol. I,Odd Hours,3:06,,instr,3,Ascending,Voice,Synthesizer,Drum Machine,Bouncy,Calm,Confident,Emotional,Slick,Empowering,Psychedelic,Business,Trailer,Experimental,Electronic,Electronic,
Nick Drip,,Odd Thought,4:17,,instr,3,Steady,Synthesizer,Drum Machine,,Quirky,Bright,Minimal,Precise,Calm,Lo-fi,Documentary,Crowdfunding,Indie,Electronic,Pop,Downtempo,
Nick Drip,,Prince Newness,4:13,,instr,3,Steady,Synthesizer,Drum Machine,,Minimal,Quirky,Bright,Precise,Calm,,Business,Crowdfunding,Indie,Electronic,Pop,Downtempo,
Nick Drip,,Prince Newness (No Vocal Samples),4:13,,instr,3,Steady,Synthesizer,Drum Machine,,Minimal,Quirky,Bright,Precise,Calm,,Business,Crowdfunding,Indie,Electronic,Pop,Downtempo,
Nick Drip,Routines Vol. I,Punks,3:47,,instr,1,Multiple Build,Drum Machine,Backing Vocal,Synthesizer,Dark,Depressed,Emotional,Dynamic,Empowering,Epic,Avant Garde,LookBook Video,Sports,Slowjams,Experimental,Electronic,
Nick Drip,Routines Vol. I,Rap Trip,3:39,,instr,2,Multiple Build,Electric Piano,Drum Machine,Voice,Bright,Calm,Cold,Confident,Gritty,Fun,Psychedelic,Avant Garde,,Slowjams,Downtempo,Experimental,
